,sections,page_path,title,type,description,external_id,image,url,published_at,updated_at,cdp,popularity,info,_index,_type,_score,_version,_explanation,sort,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,language,PrimaryColorFamily,Opacity,Interior/Exterior,Color Collection,Family,Shade,Mood,Project,Style,Value,Color Family,Tone,cleaned_name,is_color_description,is_poetry,writing_form,writing_type
3195,"['Rainstorm', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-50/rainstorm,Rainstorm CSP-50 | Benjamin Moore,Color,"Billowing clouds gather above, ready to unleash the much-needed rain upon the parched fields. ",a7641c6cd068cc9013fc73a277b5ccd301f09202,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-233-rainstorm-CSP-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-50/rainstorm,2024-07-22T00:55:27Z,2024-07-22T00:55:27Z,,1,,,,,,,,"{'title': '<em>Rainstorm</em> CSP-50 | Benjamin Moore', 'sections': '<em>Rainstorm</em>', 'color_name': '<em>Rainstorm</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-50&#x2F;<em>rainstorm</em>'}",62427605196a67c228896f71,CSP-50,Medium,Cool,929591,Rainstorm,Gray,,Neutral,,,,,,,,,,,,Rainstorm,no,yes,poetry,poetry
3202,"['Cool Breeze', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-665/cool-breeze,Cool Breeze CSP-665 | Benjamin Moore,Color,"Feel the soft brush against your cheek. So cool and quiet, you'll want to curl up and soak it in.",be8c59d671e9a8c73f6f9406c3dc7c8063898003,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-134-cool-breeze-CSP-665-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-665/cool-breeze,2024-07-21T10:43:14Z,2024-07-21T10:43:13Z,,1,,,,,,,,"{'title': '<em>Cool</em> <em>Breeze</em> CSP-665 | Benjamin Moore', 'sections': '<em>Cool</em> <em>Breeze</em>', 'description': 'Feel the soft brush against your cheek. So <em>cool</em> and quiet, you&#x27;ll want to curl up and soak it in.', 'color_name': '<em>Cool</em> <em>Breeze</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-665&#x2F;<em>cool</em>-<em>breeze</em>', 'WarmCool': '<em>Cool</em>'}",6243099ee7b9d285850f4988,CSP-665,Light,Cool,CBD3CC,Cool Breeze,,,,,,,,,,,,,,,Cool Breeze,no,yes,poetry,poetry
3222,"['French Toile', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-595/french-toile,French Toile CSP-595 | Benjamin Moore,Color,"While rummaging through the old trunk in the attic, I found a beautiful piece of antique fabric bought on our honeymoon in Paris.",fb0d8eb4d80614446e1cc338b6012b739b6b4989,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-127-french-toile-CSP-595-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-595/french-toile,2024-07-22T02:04:59Z,2024-07-22T02:04:59Z,,1,,,,,,,,"{'title': '<em>French</em> <em>Toile</em> CSP-595 | Benjamin Moore', 'sections': '<em>French</em> <em>Toile</em>', 'color_name': '<em>French</em> <em>Toile</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-595&#x2F;<em>french</em>-<em>toile</em>'}",62430e0c196a67816e894fa4,CSP-595,Medium,Cool,A2B0B7,French Toile,Gray,,,,,,,,,,,,,,French Toile,no,no,prose,story
3228,"['Andes Summit', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-600/andes-summit,Andes Summit CSP-600 | Benjamin Moore,Color,Euphoria erupts as the intrepid climbers reach the breathtaking summit of their South American destination.,cf3ca221ca7bea81f0b5fd4c0cf03af5bc384f20,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-127-andes-summit-CSP-600-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-600/andes-summit,2024-07-22T02:19:07Z,2024-07-22T02:19:06Z,,1,,,,,,,,"{'title': '<em>Andes</em> <em>Summit</em> CSP-600 | Benjamin Moore', 'sections': '<em>Andes</em> <em>Summit</em>', 'description': 'Euphoria erupts as the intrepid climbers reach the breathtaking <em>summit</em> of their South American destination.', 'color_name': '<em>Andes</em> <em>Summit</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-600&#x2F;<em>andes</em>-<em>summit</em>'}",6242e76628ccbc7701ddba8e,CSP-600,Dark,Cool,586471,Andes Summit,Gray,,,,,,,,,,,,,,Andes Summit,no,no,prose,story
3259,"['Notre Dame', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-570/notre-dame,Notre Dame CSP-570 | Benjamin Moore,Color,"Steeples and turrets rise and offer their faint outline, just barely discernible in the early, moonless twilight.",40a24982892ab75db8f62b7fde6bcffc766f389e,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-142-notre-dame-CSP-570-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-570/notre-dame,2024-07-31T00:48:48Z,2024-07-03T11:57:19Z,True,1,,,,,,,,"{'title': '<em>Notre</em> <em>Dame</em> CSP-570 | Benjamin Moore', 'sections': '<em>Notre</em> <em>Dame</em>', 'color_name': '<em>Notre</em> <em>Dame</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-570&#x2F;<em>notre</em>-<em>dame</em>'}",62430edf64441f3b53004b1a,CSP-570,,,404343,Notre Dame,,,,,Interior,Color Stories&reg;,Neutral,Dark,Moody,"['Living Room', 'Trim']",Farmhouse,,,,Notre Dame,no,yes,poetry,poetry
3283,"['Early Frost', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-590/early-frost,Early Frost CSP-590 | Benjamin Moore,Color,"As she opened the door, she admired the grass, now frosted with crystalline beauty.",a52f5be67ca545c366a481a3c78465a3cef56709,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-127-early-frost-CSP-590-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-590/early-frost,2024-07-30T21:53:19Z,2024-07-03T16:42:53Z,True,1,,,,,,,,"{'title': '<em>Early</em> <em>Frost</em> CSP-590 | Benjamin Moore', 'sections': '<em>Early</em> <em>Frost</em>', 'description': 'As she opened the door, she admired the grass, now <em>frosted</em> with crystalline beauty.', 'color_name': '<em>Early</em> <em>Frost</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-590&#x2F;<em>early</em>-<em>frost</em>'}",624309de196a67a5f5896a56,CSP-590,,,C9CED1,Early Frost,,,,,Interior,Color Stories&reg;,Blue,Light,,,,,,,Early Frost,no,yes,poetry,poetry
3318,"['Knitting Basket', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-405/knitting-basket,Knitting Basket CSP-405 | Benjamin Moore,Color,"Inside the basket was a hidden trove of little treasures - a gold-plated thimble, tiny buttons, a silver buckle.",447c66b2b35bd7108e893dd502493039993d4375,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-254-knitting-basket-CSP-405-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-405/knitting-basket,2024-07-21T19:35:59Z,2024-07-21T19:35:59Z,,1,,,,,,,,"{'title': '<em>Knitting</em> <em>Basket</em> CSP-405 | Benjamin Moore', 'sections': '<em>Knitting</em> <em>Basket</em>', 'description': 'Inside the <em>basket</em> was a hidden trove of little treasures - a gold-plated thimble, tiny buttons, a silver buckle.', 'color_name': '<em>Knitting</em> <em>Basket</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-405&#x2F;<em>knitting</em>-<em>basket</em>'}",62430e58196a671ef9895af4,CSP-405,Medium,Warm,C5B7AC,Knitting Basket,Pink,,Neutral,,,,,,,,,,,,Knitting Basket,no,no,prose,story
3330,"['Pinky Swear', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-340/pinky-swear,Pinky Swear CSP-340 | Benjamin Moore,Color,Seal the deal. Best friends understand a promise made is a promise kept. ,a0f01cedf813c57f4fbd2fb582a9c498a21ecef6,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-253-pinky-swear-CSP-340-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-340/pinky-swear,2024-07-21T20:47:36Z,2024-07-21T20:47:36Z,,1,,,,,,,,"{'title': '<em>Pinky</em> <em>Swear</em> CSP-340 | Benjamin Moore', 'sections': '<em>Pinky</em> <em>Swear</em>', 'color_name': '<em>Pinky</em> <em>Swear</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-340&#x2F;<em>pinky</em>-<em>swear</em>'}",62430a2b64441f3b530040a8,CSP-340,Light,Warm,DDCCBD,Pinky Swear,Pink,,Neutral,,,,,,,,,,,,Pinky Swear,no,yes,poetry,poetry
3331,"['Whipped Mocha', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-350/whipped-mocha,Whipped Mocha CSP-350 | Benjamin Moore,Color,"The barista deftly whisked together just the right amounts of strong coffee, Dutch cocoa, cinnamon and cream. ",5a3f72006c70bb6afa4da6b7e616c39b870205da,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-184-whipped-mocha-CSP-350-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-350/whipped-mocha,2024-07-21T20:16:20Z,2024-07-03T16:52:57Z,,1,,,,,,,,"{'title': '<em>Whipped</em> <em>Mocha</em> CSP-350 | Benjamin Moore', 'sections': '<em>Whipped</em> <em>Mocha</em>', 'color_name': '<em>Whipped</em> <em>Mocha</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-350&#x2F;<em>whipped</em>-<em>mocha</em>'}",62430cb8196a6766b1895b3a,CSP-350,Medium,Warm,B59C8D,Whipped Mocha,Pink,,Neutral,,,,,,,,,,,,Whipped Mocha,no,no,prose,story
3338,"['Café Doppio', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-210/cafe-doppio,Café Doppio CSP-210 | Benjamin Moore,Color,"Rich, delectable - like the classic beverage served at that charming Venetian cafe somewhere along Campo San Biassio. ",3c8bad1ad4a36263b7104acd4fc583ba7858f2b4,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-196-cafe-doppio-CSP-210-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-210/cafe-doppio,2024-07-21T20:04:38Z,2024-07-21T20:04:38Z,,1,,,,,,,,{},624733d364441fb5d30055f7,CSP-210,Dark,Warm,53473A,Café Doppio,Yellow,,Neutral,,,,,,,,,,,,Café Doppio,no,yes,poetry,story
3356,"['Porcini', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-195/porcini,Porcini CSP-195 | Benjamin Moore,Color,"Earthy and robust, the little Italian mushrooms were the perfect complement to our farewell dinner in Tuscany. ",d3e374b1ee1a706d8f1424afbb0d3cdb5a192939,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-204-porcini-CSP-195-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-195/porcini,2024-07-22T01:04:16Z,2024-07-22T01:04:16Z,,1,,,,,,,,"{'title': '<em>Porcini</em> CSP-195 | Benjamin Moore', 'sections': '<em>Porcini</em>', 'color_name': '<em>Porcini</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-195&#x2F;<em>porcini</em>'}",624317f128ccbc263fdd9721,CSP-195,Dark,Warm,867A6D,Porcini,,,Neutral,,,,,,,,,,,,Porcini,no,no,prose,story
3362,"['Hope Chest', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-1050/hope-chest,Hope Chest CSP-1050 | Benjamin Moore,Color,"Father built it with sturdy oak from the woods, carefully fitting it with fresh cedar. This is where she lovingly placed her trousseau.",ce18b1087eb79cb37ae0df9774b382eeec5062f7,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-193-hope-chest-CSP-1050-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-1050/hope-chest,2024-07-31T03:01:43Z,2024-07-03T17:10:35Z,True,1,,,,,,,,"{'title': '<em>Hope</em> <em>Chest</em> CSP-1050 | Benjamin Moore', 'sections': '<em>Hope</em> <em>Chest</em>', 'color_name': '<em>Hope</em> <em>Chest</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-1050&#x2F;<em>hope</em>-<em>chest</em>'}",62431a3ae7b9d2c20c0f4a8e,CSP-1050,,,6C5D4A,Hope Chest,,,,,Interior,Color Stories&reg;,Neutral,Dark,,,,,,,Hope Chest,no,no,prose,story
3395,"['French Macaroon', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-335/french-macaroon,French Macaroon CSP-335 | Benjamin Moore,Color,"Some say it was first created in a French monastery. No matter its origin, the combination of confectioners' sugar, egg whites and almond flour are heavenly.",6adbbc97648fda602a922d6b0461e484d378c162,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-253-french-macaroon-CSP-335-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-335/french-macaroon,2024-07-21T23:31:35Z,2024-07-21T23:31:35Z,,1,,,,,,,,"{'title': '<em>French</em> <em>Macaroon</em> CSP-335 | Benjamin Moore', 'sections': '<em>French</em> <em>Macaroon</em>', 'description': 'Some say it was first created in a <em>French</em> monastery. No matter its origin, the combination of confectioners&#x27; sugar, egg whites and almond flour are heavenly.', 'color_name': '<em>French</em> <em>Macaroon</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-335&#x2F;<em>french</em>-<em>macaroon</em>'}",62430c1028ccbcce28ddb425,CSP-335,Light,Warm,EAE1D0,French Macaroon,Pink,,White,,,,,,,,,,,,French Macaroon,no,no,prose,story
3400,"['Taupe Fedora', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-260/taupe-fedora,Taupe Fedora CSP-260 | Benjamin Moore,Color,"With its grosgrain hatband and well-worn brim, his father's old hat was something he treasured. ",b145a7884b1fc8f8570e835b7a0edba718609a29,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-192-taupe-fedora-CSP-260-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-260/taupe-fedora,2024-07-31T00:29:28Z,2024-07-03T15:16:44Z,True,1,,,,,,,,"{'title': '<em>Taupe</em> <em>Fedora</em> CSP-260 | Benjamin Moore', 'sections': '<em>Taupe</em> <em>Fedora</em>', 'color_name': '<em>Taupe</em> <em>Fedora</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-260&#x2F;<em>taupe</em>-<em>fedora</em>'}",624317e928ccbc08bfdd980c,CSP-260,,,94836E,Taupe Fedora,,,,,Interior,Color Stories&reg;,Neutral,Medium,Moody,"['Bathroom', 'Living Room']",Boho,,,,Taupe Fedora,no,no,prose,story
3403,"['Warm Sand', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-280/warm-sand,Warm Sand CSP-280 | Benjamin Moore,Color,"Quickly, I ran out of the surf to lie down on the warm, sun-drenched beach. What a relaxing way to spend the day. ",06fe8f23701e05acadc1f1ec338bec25d1b14a10,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-194-warm-sand-CSP-280-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-280/warm-sand,2024-07-22T01:29:28Z,2024-07-22T01:29:27Z,,1,,,,,,,,"{'title': '<em>Warm</em> <em>Sand</em> CSP-280 | Benjamin Moore', 'sections': '<em>Warm</em> <em>Sand</em>', 'description': 'Quickly, I ran out of the surf to lie down on the <em>warm</em>, sun-drenched beach. What a relaxing way to spend the day.\xa0', 'color_name': '<em>Warm</em> <em>Sand</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-280&#x2F;<em>warm</em>-<em>sand</em>', 'WarmCool': '<em>Warm</em>'}",6246522264441fee01004014,CSP-280,Medium,Warm,CBB79C,Warm Sand,Beige,,Neutral,,,,,,,,,,,,Warm Sand,no,no,prose,story
3415,"['From the Archives', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-1060/from-the-archives,From the Archives CSP-1060 | Benjamin Moore,Color,"The professor couldn't believe his eyes as he extracted the rare, missing manuscripts from their long-hidden box.",7cf602be0cc5b3f232b4e9a1f749823722c7b647,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-203-from-the-archives-CSP-1060-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-1060/from-the-archives,2024-07-22T03:30:34Z,2024-07-03T15:43:18Z,,1,,,,,,,,"{'title': '<em>From</em> <em>the</em> <em>Archives</em> CSP-1060 | Benjamin Moore', 'sections': '<em>From</em> <em>the</em> <em>Archives</em>', 'description': '<em>The</em> professor couldn&#x27;t believe his eyes as he extracted <em>the</em> rare, missing manuscripts <em>from</em> <em>their</em> long-hidden box.', 'color_name': '<em>From</em> <em>the</em> <em>Archives</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-1060&#x2F;<em>from</em>-<em>the</em>-<em>archives</em>'}",624318ff64441f422e0061ff,CSP-1060,Light,Warm,E3CEAC,From the Archives,Peach,,Orange,,,,,,,,,,,,From the Archives,no,no,prose,story
3417,"['Camel Hair', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-285/camel-hair,Camel Hair CSP-285 | Benjamin Moore,Color,"The classic overcoat hangs in the back of Dad's closet, evoking memories of comfort and warmth. ",7749b0689de6c17fda79a126df6c18a4f9040daa,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-194-camel-hair-CSP-285-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-285/camel-hair,2024-07-20T21:29:52Z,2024-07-20T21:29:52Z,,1,,,,,,,,"{'title': '<em>Camel</em> <em>Hair</em> CSP-285 | Benjamin Moore', 'sections': '<em>Camel</em> <em>Hair</em>', 'color_name': '<em>Camel</em> <em>Hair</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-285&#x2F;<em>camel</em>-<em>hair</em>'}",62468f69e7b9d2d11d0f5f5c,CSP-285,Medium,Warm,C6A883,Camel Hair,,,Neutral,,,,,,,,,,,,Camel Hair,no,yes,prose,story
3420,"['Cappuccino Froth', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-1055/cappuccino-froth,Cappuccino Froth CSP-1055 | Benjamin Moore,Color,"Taking the first sip of the frothy beverage, she felt warm and content on the cold winter day.",e7fb9a1cd20ac441feb5857e8b68dd40432f29e2,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-203-cappuccino-froth-CSP-1055-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-1055/cappuccino-froth,2024-07-31T00:48:46Z,2024-07-31T00:48:46Z,True,1,,,,,,,,"{'title': '<em>Cappuccino</em> <em>Froth</em> CSP-1055 | Benjamin Moore', 'sections': '<em>Cappuccino</em> <em>Froth</em>', 'description': 'Taking the first sip of the <em>frothy</em> beverage, she felt warm and content on the cold winter day.', 'color_name': '<em>Cappuccino</em> <em>Froth</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-1055&#x2F;<em>cappuccino</em>-<em>froth</em>'}",62431a5b196a678a5c896027,CSP-1055,,,F0E6D2,Cappuccino Froth,,,,,Interior,Color Stories&reg;,White,Light,,,,,,,Cappuccino Froth,no,no,prose,story
3448,"['Cake Batter', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-215/cake-batter,Cake Batter CSP-215 | Benjamin Moore,Color,"Sweet, creamy and decadent. Sometimes licking the spoon is just as good as eating the cake. ",d81a9ae6dde72a0b7b5a206a6d4d357bebf55df8,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-199-cake-batter-CSP-215-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-215/cake-batter,2024-07-21T23:29:33Z,2024-07-21T23:29:33Z,,1,,,,,,,,"{'title': '<em>Cake</em> <em>Batter</em> CSP-215 | Benjamin Moore', 'sections': '<em>Cake</em> <em>Batter</em>', 'description': 'Sweet, creamy and decadent. Sometimes licking the spoon is just as good as eating the <em>cake</em>.\xa0', 'color_name': '<em>Cake</em> <em>Batter</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-215&#x2F;<em>cake</em>-<em>batter</em>'}",6242e86be7b9d2a5880f63aa,CSP-215,Light,Warm,E8E0CE,Cake Batter,Cream,,White,,,,,,,,,,,,Cake Batter,no,yes,poetry,poetry
3453,"['Wet Clay', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-1045/wet-clay,Wet Clay CSP-1045 | Benjamin Moore,Color,"Moist and soft, the natural brown clay began to take shape in the artist's skilled hands.",65470238393ddc7ed27e884cc31ed414db79e92e,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-193-wet-clay-CSP-1045-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-1045/wet-clay,2024-07-31T03:01:44Z,2024-07-03T17:10:35Z,True,1,,,,,,,,"{'title': '<em>Wet</em> <em>Clay</em> CSP-1045 | Benjamin Moore', 'sections': '<em>Wet</em> <em>Clay</em>', 'description': 'Moist and soft, the natural brown <em>clay</em> began to take shape in the artist&#x27;s skilled hands.', 'color_name': '<em>Wet</em> <em>Clay</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-1045&#x2F;<em>wet</em>-<em>clay</em>'}",62431a3a196a67172a895401,CSP-1045,,,95836A,Wet Clay,,,,,Interior,Color Stories&reg;,Neutral,Medium,Moody,"['Bathroom', 'Living Room']",Art Deco,,,,Wet Clay,no,no,prose,story
3454,"['Wicker Basket', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-255/wicker-basket,Wicker Basket CSP-255 | Benjamin Moore,Color,Young willow branches weave and interlock to create something that looks more like a work of art. ,7c8bb73843502cc180cb0be16db5a7e682118938,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-189-wicker-basket-CSP-255-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-255/wicker-basket,2024-07-22T01:09:48Z,2024-07-22T01:09:47Z,,1,,,,,,,,"{'title': '<em>Wicker</em> <em>Basket</em> CSP-255 | Benjamin Moore', 'sections': '<em>Wicker</em> <em>Basket</em>', 'color_name': '<em>Wicker</em> <em>Basket</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-255&#x2F;<em>wicker</em>-<em>basket</em>'}",6242ee8a28ccbc2e63dd9ae6,CSP-255,Medium,Warm,B4A388,Wicker Basket,Brown,,Neutral,,,,,,,,,,,,Wicker Basket,no,yes,poetry,story
3460,"['Hidden Cove', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-1030/hidden-cove,Hidden Cove CSP-1030 | Benjamin Moore,Color,"This secluded, sandy beach was the perfect place to get away from it all.",5e6af32fa4027905518763b931c99f3d893cd19a,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-198-hidden-cove-CSP-1030-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-1030/hidden-cove,2024-07-22T03:23:36Z,2024-07-03T11:15:17Z,,1,,,,,,,,"{'title': '<em>Hidden</em> <em>Cove</em> CSP-1030 | Benjamin Moore', 'sections': '<em>Hidden</em> <em>Cove</em>', 'color_name': '<em>Hidden</em> <em>Cove</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-1030&#x2F;<em>hidden</em>-<em>cove</em>'}",6242ea99196a6752b589659c,CSP-1030,Light,Warm,DED6BF,Hidden Cove,Beige,,Neutral,,,,,,,,,,,,Hidden Cove,no,no,prose,story
3464,"['Crumb Cake®', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-1010/crumb-cake,Crumb Cake CSP-1010 | Benjamin Moore,Color,"As cinnamon wafts through the air, the anticipation heightens for that first bite.",1f40f1b25a656b49de8cb9557d2c5a18196b43ad,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-188-crumb-cake-CSP-1010-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-1010/crumb-cake,2024-07-30T14:47:02Z,2024-07-03T16:45:20Z,True,1,,,,,,,,{},62431a69e7b9d28afd0f617f,CSP-1010,,,E2D0AC,Crumb Cake&reg;,,,,,Interior,Color Stories&reg;,Neutral,Light,,,,,,,Crumb Cake,no,yes,poetry,poetry
3470,"['Shortbread', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-970/shortbread,Shortbread CSP-970 | Benjamin Moore,Color,"A perfectly baked Scottish teacake-warm, golden and delicious.",b61bf29cd4dc8c3bb9bc20d1a7a9795b7df52a80,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-058-shortbread-CSP-970-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-970/shortbread,2024-07-30T14:47:02Z,2024-07-03T16:45:20Z,True,1,,,,,,,,"{'title': '<em>Shortbread</em> CSP-970 | Benjamin Moore', 'sections': '<em>Shortbread</em>', 'color_name': '<em>Shortbread</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-970&#x2F;<em>shortbread</em>'}",62431a5d64441f2570003920,CSP-970,,,DBC295,Shortbread,,,,,Interior,Color Stories&reg;,Yellow,Medium,,,,,,,Shortbread,no,no,prose,story
